user_id,subscription_type,monthly_revenue,join_date,last_payment_date,country
1152,Basic,11,29-06-22,02-07-23,Canada
1153,Standard,15,29-06-22,03-07-23,United Kingdom
1154,Premium,10,30-06-22,03-07-23,Australia
1155,Basic,10,30-06-22,30-06-23,Germany
1156,Premium,14,26-06-22,02-07-23,France
1157,Basic,14,27-06-22,03-07-23,Brazil
1158,Standard,12,25-06-22,02-07-23,Mexico
1159,Standard,15,25-06-22,01-07-23,Spain
1160,Basic,12,20-06-22,03-07-23,Italy
1161,Premium,12,21-06-22,03-07-23,Spain
1162,Basic,10,21-06-22,02-07-23,Spain
1163,Standard,13,22-06-22,03-07-23,United States
1164,Premium,15,23-06-22,02-07-23,Canada
1165,Basic,15,27-06-22,03-07-23,United States
1166,Premium,13,02-07-22,02-07-23,United States
1167,Basic,12,03-07-22,02-07-23,Canada
1168,Standard,13,05-07-22,02-07-23,United Kingdom
1169,Standard,13,15-07-22,02-07-23,Australia
1170,Basic,11,20-07-22,02-07-23,Germany
1171,Premium,14,27-07-22,02-07-23,France
1172,Basic,11,29-07-22,04-07-23,Brazil
1173,Standard,11,03-08-22,01-07-23,Mexico
1174,Premium,11,18-08-22,04-07-23,Spain
1175,Basic,12,23-08-22,02-07-23,Italy
1176,Premium,11,27-08-22,05-07-23,Spain
1177,Basic,15,01-09-22,02-07-23,Spain
1178,Standard,12,03-09-22,04-07-23,United States
1179,Standard,14,05-09-22,02-07-23,Canada
1180,Basic,14,09-09-22,04-07-23,United States
1181,Premium,15,11-09-22,01-07-23,United States
1182,Basic,14,17-09-22,04-07-23,Canada
1183,Standard,15,19-09-22,02-07-23,United Kingdom
1184,Premium,13,28-09-22,03-07-23,Australia
1185,Basic,14,06-10-22,02-07-23,Germany
1186,Premium,13,07-10-22,05-07-23,France
1187,Basic,14,09-10-22,01-07-23,Brazil
1188,Standard,10,10-10-22,03-07-23,Mexico
1189,Standard,12,11-10-22,03-07-23,Spain
1190,Basic,15,12-10-22,04-07-23,Italy
1191,Premium,12,13-10-22,01-07-23,Spain
1192,Basic,11,14-10-22,03-07-23,Spain
1193,Standard,14,16-10-22,03-07-23,United States
1194,Premium,15,19-10-22,04-07-23,Canada
1195,Basic,12,23-10-22,02-07-23,United States
1196,Basic,13,24-10-22,03-07-23,United States
1197,Basic,14,25-10-22,03-07-23,Canada
1198,Standard,10,01-11-22,04-07-23,United Kingdom
1199,Premium,11,02-11-22,04-07-23,Australia
1200,Basic,12,04-11-22,06-07-23,Germany
1201,Basic,10,06-11-22,03-07-23,France
1202,Premium,15,06-11-22,03-07-23,Brazil
1203,Standard,12,04-11-22,04-07-23,Mexico
1204,Standard,13,30-10-22,05-07-23,Spain
1205,Basic,12,27-10-22,03-07-23,Italy
1206,Premium,13,23-10-22,04-07-23,Spain
1207,Standard,12,23-10-22,04-07-23,Spain
1208,Basic,11,24-09-22,04-07-23,United States
1209,Standard,11,22-09-22,02-07-23,Canada
1210,Premium,14,06-09-22,03-07-23,United States
1211,Basic,10,23-08-22,04-07-23,United States
1212,Premium,13,21-08-22,04-07-23,Canada
1213,Standard,10,16-08-22,02-07-23,United Kingdom
1214,Basic,10,09-08-22,03-07-23,Australia
1215,Standard,13,04-08-22,03-07-23,Germany
1216,Premium,15,28-07-22,04-07-23,France
1217,Basic,12,12-07-22,01-07-23,Brazil
1218,Standard,13,11-07-22,03-07-23,Mexico
1219,Premium,12,06-07-22,04-07-23,Spain
1220,Basic,13,01-07-22,03-07-23,Italy
1221,Premium,15,02-07-22,01-07-23,Spain
1222,Basic,15,30-06-22,03-07-23,Spain
1223,Standard,12,30-06-22,03-07-23,United States
1224,Standard,15,30-06-22,03-07-23,Canada
1225,Basic,13,30-06-22,01-07-23,United States
1226,Premium,15,29-06-22,03-07-23,United States
1227,Basic,15,27-06-22,04-07-23,Canada
1228,Standard,15,26-06-22,03-07-23,United Kingdom
1229,Premium,12,24-06-22,01-07-23,Australia
1230,Basic,12,25-06-22,03-07-23,Germany
1231,Premium,13,24-06-22,03-07-23,France
1232,Basic,11,22-06-22,03-07-23,Brazil
1233,Standard,13,23-06-22,03-07-23,Mexico
1234,Standard,12,25-06-22,03-07-23,Spain
1235,Basic,13,29-06-22,03-07-23,Italy
1236,Premium,15,01-07-22,02-07-23,Spain
1237,Basic,11,05-07-22,02-07-23,Spain
1238,Standard,12,12-07-22,04-07-23,United States
1239,Premium,11,16-07-22,02-07-23,Canada
1240,Basic,11,20-07-22,04-07-23,United States
1241,Premium,14,28-07-22,02-07-23,United States
1242,Basic,14,31-07-22,05-07-23,Canada
1243,Standard,14,14-08-22,02-07-23,United Kingdom
1244,Standard,12,16-08-22,04-07-23,Australia
1245,Basic,14,18-08-22,03-07-23,Germany
1246,Premium,15,27-08-22,05-07-23,France
1247,Basic,13,01-09-22,02-07-23,Brazil
1248,Standard,13,03-09-22,05-07-23,Mexico
1249,Premium,14,07-09-22,03-07-23,Spain
1250,Basic,10,08-09-22,04-07-23,Italy
1251,Premium,10,14-09-22,03-07-23,Spain
1252,Basic,11,15-09-22,05-07-23,Spain
1253,Standard,11,27-09-22,02-07-23,United States
1254,Standard,14,30-09-22,04-07-23,Canada
1255,Basic,10,02-10-22,04-07-23,United States
1256,Premium,13,03-10-22,05-07-23,United States
1257,Basic,14,05-10-22,01-07-23,Canada
1258,Standard,15,10-10-22,03-07-23,United Kingdom
1259,Premium,13,11-10-22,03-07-23,Australia
1260,Basic,11,13-10-22,04-07-23,Germany
1261,Premium,11,14-10-22,02-07-23,France
1262,Basic,12,16-10-22,03-07-23,Brazil
1263,Standard,14,18-10-22,03-07-23,Mexico
1264,Standard,11,22-10-22,05-07-23,Spain
1265,Basic,10,24-10-22,03-07-23,Italy
1266,Premium,15,25-10-22,04-07-23,Spain
1267,Basic,14,29-10-22,03-07-23,Spain
1268,Standard,13,02-11-22,04-07-23,United States
1269,Premium,12,03-11-22,05-07-23,Canada
1270,Basic,11,04-11-22,06-07-23,United States
1271,Basic,13,05-11-22,03-07-23,United States
1272,Basic,13,05-11-22,04-07-23,Canada
1273,Standard,13,31-10-22,04-07-23,United Kingdom
1274,Premium,12,27-10-22,05-07-23,Australia
1275,Basic,11,25-10-22,03-07-23,Germany
1276,Basic,12,26-10-22,04-07-23,France
1277,Premium,11,30-09-22,04-07-23,Brazil
1278,Standard,13,27-09-22,05-07-23,Mexico
1279,Standard,14,12-09-22,03-07-23,Spain
1280,Basic,14,25-08-22,04-07-23,Italy
1281,Premium,13,25-08-22,04-07-23,Spain
1282,Standard,12,22-08-22,05-07-23,Spain
1283,Basic,10,17-08-22,02-07-23,United States
1284,Standard,12,09-08-22,03-07-23,Canada
1285,Premium,10,06-08-22,04-07-23,United States
1286,Basic,15,17-07-22,04-07-23,United States
1287,Premium,11,12-07-22,02-07-23,Canada
1288,Standard,11,12-07-22,03-07-23,United Kingdom
1289,Basic,12,02-07-22,04-07-23,Australia
1290,Standard,13,02-07-22,03-07-23,Germany
1291,Premium,10,30-06-22,02-07-23,France
1292,Basic,12,30-06-22,04-07-23,Brazil
1293,Standard,11,01-07-22,04-07-23,Mexico
1294,Premium,11,30-06-22,04-07-23,Spain
1295,Basic,10,29-06-22,02-07-23,Italy
1296,Premium,12,30-06-22,03-07-23,Spain
1297,Basic,14,29-06-22,04-07-23,Spain
1298,Standard,14,26-06-22,03-07-23,United States
1299,Standard,14,27-06-22,01-07-23,Canada
1300,Basic,11,24-06-22,03-07-23,United States
1301,Premium,14,23-06-22,04-07-23,United States
1302,Basic,11,23-06-22,03-07-23,Canada
1303,Standard,14,25-06-22,03-07-23,United Kingdom
1304,Premium,11,28-06-22,03-07-23,Australia
1305,Basic,11,01-07-22,03-07-23,Germany
1306,Premium,15,02-07-22,05-07-23,France
1307,Basic,10,06-07-22,03-07-23,Brazil
1308,Standard,15,12-07-22,06-07-23,Mexico
1309,Standard,13,17-07-22,02-07-23,Spain
1310,Basic,15,23-07-22,05-07-23,Italy
1311,Premium,15,29-07-22,04-07-23,Spain
1312,Basic,11,06-08-22,06-07-23,Spain
1313,Standard,10,09-08-22,02-07-23,United States
1314,Premium,13,14-08-22,05-07-23,Canada
1315,Basic,11,20-08-22,03-07-23,United States
1316,Premium,12,28-08-22,05-07-23,United States
1317,Basic,11,02-09-22,03-07-23,Canada
1318,Standard,11,04-09-22,05-07-23,United Kingdom
1319,Standard,14,06-09-22,03-07-23,Australia
1320,Basic,10,14-09-22,05-07-23,Germany
1321,Premium,13,15-09-22,04-07-23,France
1322,Basic,11,16-09-22,06-07-23,Brazil
1323,Standard,10,28-09-22,02-07-23,Mexico
1324,Premium,10,02-10-22,04-07-23,Spain
1325,Basic,15,03-10-22,04-07-23,Italy
1326,Premium,10,05-10-22,05-07-23,Spain
1327,Basic,12,07-10-22,02-07-23,Spain
1328,Standard,12,09-10-22,04-07-23,United States
1329,Standard,11,11-10-22,04-07-23,Canada
1330,Basic,14,13-10-22,05-07-23,United States
1331,Premium,12,15-10-22,02-07-23,United States
1332,Basic,12,17-10-22,04-07-23,Canada
1333,Standard,14,21-10-22,04-07-23,United Kingdom
1334,Premium,12,23-10-22,05-07-23,Australia
1335,Basic,12,24-10-22,06-07-23,Germany
1336,Premium,12,28-10-22,04-07-23,France
1337,Basic,11,31-10-22,04-07-23,Brazil
1338,Standard,14,03-11-22,04-07-23,Mexico
1339,Standard,11,04-11-22,05-07-23,Spain
1340,Basic,14,05-11-22,06-07-23,Italy
1341,Premium,14,06-11-22,04-07-23,Spain
1342,Basic,12,01-11-22,05-07-23,Spain
1343,Standard,10,01-11-22,05-07-23,United States
1344,Premium,11,29-10-22,05-07-23,Canada
1345,Basic,10,27-10-22,03-07-23,United States
1346,Basic,12,16-10-22,04-07-23,United States
1347,Basic,13,14-10-22,04-07-23,Canada
1348,Standard,13,14-09-22,05-07-23,United Kingdom
1349,Premium,14,03-09-22,03-07-23,Australia
1350,Basic,13,27-08-22,04-07-23,Germany
1351,Basic,12,27-08-22,05-07-23,France
1352,Premium,13,21-08-22,05-07-23,Brazil
1353,Standard,13,13-08-22,02-07-23,Mexico
1354,Standard,13,12-08-22,04-07-23,Spain
1355,Basic,12,24-07-22,04-07-23,Italy
1356,Premium,11,24-07-22,04-07-23,Spain
1357,Standard,11,12-07-22,02-07-23,Spain
1358,Basic,13,09-07-22,04-07-23,United States
1359,Standard,13,09-07-22,05-07-23,Canada
1360,Premium,10,10-07-22,04-07-23,United States
1361,Basic,12,02-07-22,02-07-23,United States
1362,Premium,13,02-07-22,04-07-23,Canada
1363,Standard,11,01-07-22,05-07-23,United Kingdom
1364,Basic,14,01-07-22,04-07-23,Australia
1365,Standard,10,30-06-22,02-07-23,Germany
1366,Premium,15,29-06-22,04-07-23,France
1367,Basic,11,26-06-22,04-07-23,Brazil
1368,Standard,14,27-06-22,03-07-23,Mexico
1369,Premium,13,25-06-22,03-07-23,Spain
1370,Basic,13,23-06-22,04-07-23,Italy
1371,Premium,14,24-06-22,04-07-23,Spain
1372,Basic,12,25-06-22,05-07-23,Spain
1373,Standard,13,26-06-22,04-07-23,United States
1374,Standard,14,27-06-22,07-07-23,Canada
1375,Basic,12,30-06-22,03-07-23,United States
1376,Premium,14,03-07-22,05-07-23,United States
1377,Basic,13,09-07-22,04-07-23,Canada
1378,Standard,14,17-07-22,06-07-23,United Kingdom
1379,Premium,11,22-07-22,03-07-23,Australia
1380,Basic,11,28-07-22,05-07-23,Germany
1381,Premium,12,04-08-22,04-07-23,France
1382,Basic,13,08-08-22,06-07-23,Brazil
1383,Standard,13,13-08-22,04-07-23,Mexico
1384,Standard,13,17-08-22,05-07-23,Spain
1385,Basic,15,20-08-22,04-07-23,Italy
1386,Premium,14,28-08-22,06-07-23,Spain
1387,Basic,13,29-08-22,04-07-23,Spain
1388,Standard,15,03-09-22,05-07-23,United States
1389,Premium,13,10-09-22,03-07-23,Canada
1390,Basic,11,13-09-22,05-07-23,United States
1391,Premium,14,15-09-22,04-07-23,United States
1392,Basic,13,25-09-22,06-07-23,Canada
1393,Standard,10,01-10-22,03-07-23,United Kingdom
1394,Standard,11,02-10-22,04-07-23,Australia
1395,Basic,11,05-10-22,04-07-23,Germany
1396,Premium,14,06-10-22,05-07-23,France
1397,Basic,14,07-10-22,03-07-23,Brazil
1398,Standard,12,10-10-22,04-07-23,Mexico
1399,Premium,12,12-10-22,04-07-23,Spain
1400,Basic,14,15-10-22,06-07-23,Italy
1401,Premium,12,17-10-22,05-07-23,Spain
1402,Basic,13,21-10-22,04-07-23,Spain
1403,Standard,14,23-10-22,05-07-23,United States
1404,Standard,14,24-10-22,05-07-23,Canada
1405,Basic,11,27-10-22,06-07-23,United States
1406,Premium,10,30-10-22,07-07-23,United States
1407,Basic,14,31-10-22,04-07-23,Canada
1408,Standard,14,03-11-22,04-07-23,United Kingdom
1409,Premium,15,05-11-22,06-07-23,Australia
1410,Basic,14,06-11-22,06-07-23,Germany
1411,Premium,14,01-11-22,04-07-23,France
1412,Basic,15,02-11-22,05-07-23,Brazil
1413,Standard,13,02-11-22,05-07-23,Mexico
1414,Standard,15,01-11-22,06-07-23,Spain
1415,Basic,11,17-10-22,03-07-23,Italy
1416,Premium,11,18-10-22,05-07-23,Spain
1417,Basic,13,28-09-22,05-07-23,Spain
1418,Standard,15,23-09-22,05-07-23,United States
1419,Premium,15,22-09-22,03-07-23,Canada
1420,Basic,12,31-08-22,04-07-23,United States
1421,Basic,15,28-08-22,05-07-23,United States
1422,Basic,15,27-08-22,05-07-23,Canada
1423,Standard,12,17-08-22,03-07-23,United Kingdom
1424,Premium,14,09-08-22,04-07-23,Australia
1425,Basic,13,24-07-22,05-07-23,Germany
1426,Basic,12,16-07-22,04-07-23,France
1427,Premium,10,15-07-22,03-07-23,Brazil
1428,Standard,12,12-07-22,05-07-23,Mexico
1429,Standard,12,12-07-22,06-07-23,Spain
1430,Basic,13,09-07-22,05-07-23,Italy
1431,Premium,10,05-07-22,02-07-23,Spain
1432,Standard,11,05-07-22,05-07-23,Spain
1433,Basic,10,03-07-22,05-07-23,United States
1434,Standard,13,01-07-22,04-07-23,Canada
1435,Premium,12,30-06-22,03-07-23,United States
1436,Basic,14,27-06-22,04-07-23,United States
1437,Premium,13,28-06-22,04-07-23,Canada
1438,Standard,10,28-06-22,05-07-23,United Kingdom
1439,Basic,14,24-06-22,04-07-23,Australia
1440,Standard,11,24-06-22,05-07-23,Germany
1441,Premium,11,25-06-22,04-07-23,France
1442,Basic,10,26-06-22,06-07-23,Brazil
1443,Standard,13,27-06-22,05-07-23,Mexico
1444,Premium,13,29-06-22,07-07-23,Spain
1445,Basic,11,02-07-22,03-07-23,Italy
1446,Premium,13,07-07-22,05-07-23,Spain
1447,Basic,11,13-07-22,05-07-23,Spain
1448,Standard,14,18-07-22,07-07-23,United States
1449,Standard,14,24-07-22,04-07-23,Canada
1450,Basic,12,31-07-22,06-07-23,United States
1451,Premium,15,01-08-22,05-07-23,United States
1452,Basic,10,08-08-22,06-07-23,Canada
1453,Standard,14,13-08-22,04-07-23,United Kingdom
1454,Premium,11,14-08-22,06-07-23,Australia
1455,Basic,11,23-08-22,04-07-23,Germany
1456,Premium,14,27-08-22,06-07-23,France
1457,Basic,10,31-08-22,05-07-23,Brazil
1458,Standard,14,09-09-22,06-07-23,Mexico
1459,Standard,10,10-09-22,04-07-23,Spain
1460,Basic,14,12-09-22,05-07-23,Italy
1461,Premium,11,17-09-22,05-07-23,Spain
1462,Basic,13,21-09-22,06-07-23,Spain
1463,Standard,11,02-10-22,03-07-23,United States
1464,Premium,10,04-10-22,05-07-23,Canada
1465,Basic,14,06-10-22,04-07-23,United States
1466,Premium,13,07-10-22,06-07-23,United States
1467,Basic,12,08-10-22,04-07-23,Canada
1468,Standard,12,11-10-22,05-07-23,United Kingdom
1469,Standard,12,13-10-22,04-07-23,Australia
1470,Basic,10,15-10-22,06-07-23,Germany
1471,Premium,10,19-10-22,06-07-23,France
1472,Basic,14,21-10-22,06-07-23,Brazil
1473,Standard,14,23-10-22,05-07-23,Mexico
1474,Premium,12,26-10-22,05-07-23,Spain
1475,Basic,13,27-10-22,06-07-23,Italy
1476,Premium,10,31-10-22,07-07-23,Spain
1477,Basic,13,03-11-22,05-07-23,Spain
1478,Standard,15,05-11-22,06-07-23,United States
1479,Standard,12,06-11-22,06-07-23,Canada
1480,Basic,13,03-11-22,07-07-23,United States
1481,Premium,14,03-11-22,04-07-23,United States
1482,Basic,13,04-11-22,05-07-23,Canada
1483,Standard,14,02-11-22,06-07-23,United Kingdom
1484,Premium,13,27-10-22,06-07-23,Australia
1485,Basic,15,27-10-22,04-07-23,Germany
1486,Premium,14,15-10-22,05-07-23,France
1487,Basic,13,03-10-22,05-07-23,Brazil
1488,Standard,10,25-09-22,05-07-23,Mexico
1489,Standard,12,16-09-22,03-07-23,Spain
1490,Basic,12,14-09-22,04-07-23,Italy
1491,Premium,11,11-09-22,05-07-23,Spain
1492,Basic,15,09-09-22,05-07-23,Spain
1493,Standard,13,12-08-22,03-07-23,United States
1494,Premium,13,04-08-22,06-07-23,Canada
1495,Basic,12,04-08-22,06-07-23,United States
1496,Basic,13,31-07-22,05-07-23,United States
1497,Basic,15,29-07-22,03-07-23,Canada
1498,Standard,15,14-07-22,05-07-23,United Kingdom
1499,Premium,12,13-07-22,06-07-23,Australia
1500,Basic,14,11-07-22,05-07-23,Germany
1501,Basic,12,12-07-22,03-07-23,France
1502,Premium,14,11-07-22,05-07-23,Brazil
1503,Standard,10,02-07-22,05-07-23,Mexico
1504,Standard,11,30-06-22,06-07-23,Spain
1505,Basic,12,30-06-22,05-07-23,Italy
1506,Premium,10,29-06-22,05-07-23,Spain
1507,Standard,15,30-06-22,04-07-23,Spain
1508,Basic,11,24-06-22,05-07-23,United States
1509,Standard,12,25-06-22,04-07-23,Canada
1510,Premium,11,25-06-22,07-07-23,United States
1511,Basic,13,26-06-22,04-07-23,United States
1512,Premium,10,27-06-22,06-07-23,Canada
1513,Standard,12,29-06-22,06-07-23,United Kingdom
1514,Basic,12,01-07-22,07-07-23,Australia
1515,Standard,10,03-07-22,04-07-23,Germany
1516,Premium,15,12-07-22,07-07-23,France
1517,Basic,11,15-07-22,05-07-23,Brazil
1518,Standard,13,19-07-22,07-07-23,Mexico
1519,Premium,14,27-07-22,05-07-23,Spain
1520,Basic,11,29-07-22,06-07-23,Italy
1521,Premium,11,06-08-22,05-07-23,Spain
1522,Basic,10,13-08-22,06-07-23,Spain
1523,Standard,13,14-08-22,05-07-23,United States
1524,Standard,11,20-08-22,07-07-23,Canada
1525,Basic,14,24-08-22,04-07-23,United States
1526,Premium,10,28-08-22,06-07-23,United States
1527,Basic,15,05-09-22,05-07-23,Canada
1528,Standard,12,10-09-22,07-07-23,United Kingdom
1529,Premium,12,11-09-22,04-07-23,Australia
1530,Basic,12,14-09-22,06-07-23,Germany
1531,Premium,12,21-09-22,05-07-23,France
1532,Basic,13,26-09-22,07-07-23,Brazil
1533,Standard,10,30-09-22,03-07-23,Mexico
1534,Standard,14,02-10-22,06-07-23,Spain
1535,Basic,12,06-10-22,05-07-23,Italy
1536,Premium,15,07-10-22,06-07-23,Spain
1537,Basic,15,09-10-22,06-07-23,Spain
1538,Standard,10,11-10-22,05-07-23,United States
1539,Premium,14,12-10-22,05-07-23,Canada
1540,Basic,12,16-10-22,06-07-23,United States
1541,Premium,15,17-10-22,07-07-23,United States
1542,Basic,11,21-10-22,07-07-23,Canada
1543,Standard,15,23-10-22,06-07-23,United Kingdom
1544,Standard,14,25-10-22,05-07-23,Australia
1545,Basic,13,27-10-22,06-07-23,Germany
1546,Premium,13,29-10-22,08-07-23,France
1547,Basic,13,01-11-22,05-07-23,Brazil
1548,Standard,13,04-11-22,06-07-23,Mexico
1549,Premium,10,04-11-22,06-07-23,Spain
1550,Basic,11,04-11-22,07-07-23,Italy
1551,Premium,14,05-11-22,04-07-23,Spain
1552,Basic,12,02-11-22,05-07-23,Spain
1553,Standard,12,03-11-22,06-07-23,United States
1554,Standard,14,30-10-22,06-07-23,Canada
1555,Basic,13,31-10-22,04-07-23,United States
1556,Premium,10,14-10-22,05-07-23,United States
1557,Basic,14,26-09-22,05-07-23,Canada
1558,Standard,15,17-09-22,06-07-23,United Kingdom
1559,Premium,12,16-09-22,03-07-23,Australia
1560,Basic,12,12-09-22,07-07-23,Germany
1561,Premium,14,12-09-22,06-07-23,France
1562,Basic,12,29-08-22,05-07-23,Brazil
1563,Standard,15,25-08-22,03-07-23,Mexico
1564,Standard,11,15-08-22,06-07-23,Spain
1565,Basic,10,11-08-22,07-07-23,Italy
1566,Premium,12,10-08-22,06-07-23,Spain
1567,Basic,13,26-07-22,04-07-23,Spain
1568,Standard,14,19-07-22,06-07-23,United States
1569,Premium,10,17-07-22,06-07-23,Canada
1570,Basic,13,17-07-22,06-07-23,United States
1571,Basic,10,17-07-22,04-07-23,United States
1572,Basic,13,11-07-22,06-07-23,Canada
1573,Standard,15,07-07-22,05-07-23,United Kingdom
1574,Premium,10,07-07-22,06-07-23,Australia
1575,Basic,11,08-07-22,05-07-23,Germany
1576,Basic,12,06-07-22,08-07-23,France
1577,Premium,10,03-07-22,04-07-23,Brazil
1578,Standard,11,30-06-22,06-07-23,Mexico
1579,Standard,11,27-06-22,04-07-23,Spain
1580,Basic,15,26-06-22,08-07-23,Italy
1581,Premium,15,27-06-22,05-07-23,Spain
1582,Standard,14,28-06-22,08-07-23,Spain
1583,Basic,12,30-06-22,06-07-23,United States
1584,Standard,11,02-07-22,07-07-23,Canada
1585,Premium,10,05-07-22,05-07-23,United States
1586,Basic,12,11-07-22,07-07-23,United States
1587,Premium,12,18-07-22,06-07-23,Canada
1588,Standard,15,25-07-22,07-07-23,United Kingdom
1589,Basic,11,28-07-22,06-07-23,Australia
1590,Standard,13,05-08-22,08-07-23,Germany
1591,Premium,14,09-08-22,05-07-23,France
1592,Basic,10,14-08-22,06-07-23,Brazil
1593,Standard,14,15-08-22,05-07-23,Mexico
1594,Premium,15,16-08-22,07-07-23,Spain
1595,Basic,12,25-08-22,04-07-23,Italy
1596,Premium,13,27-08-22,06-07-23,Spain
1597,Basic,13,06-09-22,06-07-23,Spain
1598,Standard,11,08-09-22,07-07-23,United States
1599,Standard,13,13-09-22,04-07-23,Canada
1600,Basic,11,15-09-22,06-07-23,United States
1601,Premium,14,19-09-22,05-07-23,United States
1602,Basic,15,22-09-22,07-07-23,Canada
1603,Standard,13,24-09-22,06-07-23,United Kingdom
1604,Premium,10,30-09-22,06-07-23,Australia
1605,Basic,11,03-10-22,05-07-23,Germany
1606,Premium,15,08-10-22,07-07-23,France
1607,Basic,15,09-10-22,07-07-23,Brazil
1608,Standard,11,12-10-22,08-07-23,Mexico
1609,Standard,14,15-10-22,06-07-23,Spain
1610,Basic,14,17-10-22,06-07-23,Italy
1611,Premium,15,19-10-22,07-07-23,Spain
1612,Basic,11,22-10-22,09-07-23,Spain
1613,Standard,15,23-10-22,06-07-23,United States
1614,Premium,13,27-10-22,07-07-23,Canada
1615,Basic,11,28-10-22,06-07-23,United States
1616,Premium,10,01-11-22,08-07-23,United States
1617,Basic,11,04-11-22,05-07-23,Canada
1618,Standard,11,05-11-22,06-07-23,United Kingdom
1619,Standard,14,04-11-22,07-07-23,Australia
1620,Basic,11,05-11-22,07-07-23,Germany
1621,Premium,10,04-11-22,05-07-23,France
1622,Basic,12,05-11-22,05-07-23,Brazil
1623,Standard,12,03-11-22,06-07-23,Mexico
1624,Premium,13,31-10-22,07-07-23,Spain
1625,Basic,10,26-10-22,04-07-23,Italy
1626,Premium,11,16-10-22,06-07-23,Spain
1627,Basic,15,16-10-22,07-07-23,Spain
1628,Standard,13,17-09-22,06-07-23,United States
1629,Standard,14,12-09-22,04-07-23,Canada
1630,Basic,13,13-09-22,07-07-23,United States
1631,Premium,14,09-09-22,07-07-23,United States
1632,Basic,14,03-09-22,06-07-23,Canada
1633,Standard,11,31-08-22,05-07-23,United Kingdom
1634,Premium,14,25-08-22,07-07-23,Australia
1635,Basic,12,15-08-22,07-07-23,Germany
1636,Premium,10,16-08-22,07-07-23,France
1637,Basic,11,28-07-22,05-07-23,Brazil
1638,Standard,10,28-07-22,06-07-23,Mexico
1639,Standard,15,22-07-22,06-07-23,Spain
1640,Basic,13,19-07-22,06-07-23,Italy
1641,Premium,10,16-07-22,06-07-23,Spain
1642,Basic,12,15-07-22,09-07-23,Spain
1643,Standard,11,16-07-22,05-07-23,United States
1644,Premium,14,09-07-22,06-07-23,Canada
1645,Basic,12,07-07-22,05-07-23,United States
1646,Basic,15,07-07-22,09-07-23,United States
1647,Basic,11,06-07-22,05-07-23,Canada
1648,Standard,15,30-06-22,06-07-23,United Kingdom
1649,Premium,15,27-06-22,05-07-23,Australia
1650,Basic,14,28-06-22,08-07-23,Germany
1651,Basic,14,28-06-22,06-07-23,France
1652,Premium,11,29-06-22,08-07-23,Brazil
1653,Standard,13,01-07-22,06-07-23,Mexico
1654,Standard,14,03-07-22,07-07-23,Spain
1655,Basic,15,04-07-22,06-07-23,Italy
1656,Premium,10,10-07-22,07-07-23,Spain
1657,Standard,11,23-07-22,06-07-23,Spain
1658,Basic,11,24-07-22,07-07-23,United States
1659,Standard,14,26-07-22,06-07-23,Canada
1660,Premium,12,07-08-22,08-07-23,United States
1661,Basic,13,10-08-22,05-07-23,United States
1662,Premium,13,14-08-22,06-07-23,Canada
1663,Standard,12,16-08-22,06-07-23,United Kingdom
1664,Basic,10,20-08-22,08-07-23,Australia
1665,Standard,11,25-08-22,05-07-23,Germany
1666,Premium,11,28-08-22,07-07-23,France
1667,Basic,11,05-09-22,06-07-23,Brazil
1668,Standard,13,08-09-22,08-07-23,Mexico
1669,Premium,10,14-09-22,05-07-23,Spain
1670,Basic,13,16-09-22,06-07-23,Italy
1671,Premium,13,19-09-22,06-07-23,Spain
1672,Basic,15,23-09-22,07-07-23,Spain
1673,Standard,10,29-09-22,07-07-23,United States
1674,Standard,10,02-10-22,06-07-23,Canada
1675,Basic,12,08-10-22,05-07-23,United States
1676,Premium,15,09-10-22,07-07-23,United States
1677,Basic,14,11-10-22,08-07-23,Canada
1678,Standard,15,14-10-22,09-07-23,United Kingdom
1679,Premium,14,16-10-22,06-07-23,Australia
1680,Basic,13,18-10-22,07-07-23,Germany
1681,Premium,15,22-10-22,07-07-23,France
1682,Basic,10,23-10-22,09-07-23,Brazil
1683,Standard,12,26-10-22,06-07-23,Mexico
1684,Standard,13,27-10-22,07-07-23,Spain
1685,Basic,15,31-10-22,07-07-23,Italy
1686,Premium,11,01-11-22,08-07-23,Spain
1687,Basic,13,03-11-22,05-07-23,Spain
1688,Standard,14,04-11-22,06-07-23,United States
1689,Premium,13,05-11-22,07-07-23,Canada
1690,Basic,13,05-11-22,07-07-23,United States
1691,Premium,13,05-11-22,05-07-23,United States
1692,Basic,12,05-11-22,06-07-23,Canada
1693,Standard,13,03-11-22,07-07-23,United Kingdom
1694,Standard,11,27-10-22,07-07-23,Australia
1695,Basic,14,24-10-22,04-07-23,Germany
1696,Premium,13,17-10-22,07-07-23,France
1697,Basic,11,06-10-22,07-07-23,Brazil
1698,Standard,12,18-09-22,06-07-23,Mexico
1699,Premium,10,17-09-22,04-07-23,Spain
1700,Basic,12,13-09-22,08-07-23,Italy
1701,Premium,15,09-09-22,07-07-23,Spain
1702,Basic,12,02-09-22,07-07-23,Spain
1703,Standard,13,01-09-22,06-07-23,United States
1704,Standard,10,16-08-22,07-07-23,Canada
1705,Basic,14,17-08-22,07-07-23,United States
1706,Premium,15,29-07-22,07-07-23,United States
1707,Basic,13,28-07-22,06-07-23,Canada
1708,Standard,13,25-07-22,07-07-23,United Kingdom
1709,Premium,10,26-07-22,06-07-23,Australia
